"id","title","link","district","bizcircle","tagList","onsale","onrent","year","housetype","cost","service","company","building_num","house_num","price","city","validdate"
"1811043635597","滨兴北苑小区","https://hz.lianjia.com/xiaoqu/1811043635597/","滨江","长河","","1","0","2008年建成","板楼","暂无信息","杭州兴耀物业管理有限公司","杭州兴耀房地产开发有限公司","14栋","354户","33383","hz","2019-02-02 23:15:32"
"1811043635600","春波西苑","https://hz.lianjia.com/xiaoqu/1811043635600/","滨江","长河","近地铁1号线(临平-湘湖)西兴站","0","1","2006年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","21栋","1200户","30734","hz","2019-02-02 23:15:39"
"1811043635601","欣盛东方郡东区","https://hz.lianjia.com/xiaoqu/1811043635601/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","20","4","2009年建成","塔楼/板楼","1.99元/平米/月","浙江南都物业管理有限公司","杭州欣盛房地产开发有限公司","8栋","1697户","49944","hz","2019-02-02 23:12:27"
"1811043635602","温兴风情苑","https://hz.lianjia.com/xiaoqu/1811043635602/","滨江","西兴","近地铁2号线中河北路站","30","3","2007年建成","板楼/塔板结合","1.5元/平米/月","杭州盛奥物业管理有限公司","杭州温兴房地产开发有限公司","26栋","1030户","30534","hz","2019-02-02 23:12:57"
"1811043635603","风雅钱塘","https://hz.lianjia.com/xiaoqu/1811043635603/","滨江","滨江区政府","","21","3","2006年建成","板楼","1.68至2.5元/平米/月","上海深和平物业管理有限公司杭州分公司","杭州工信房地产开发有限公司","17栋","2112户","41186","hz","2019-02-02 23:12:31"
"1811043635606","固陵路","https://hz.lianjia.com/xiaoqu/1811043635606/","滨江","西兴","近地铁1号线(临平-湘湖)西兴站","3","0","1989年建成","板楼/塔板结合","3.1元/平米/月","无物业管理服务","无开发商","26栋","342户","31502","hz","2019-02-02 23:15:36"
"1811043635608","江南豪园","https://hz.lianjia.com/xiaoqu/1811043635608/","滨江","滨江区政府","近地铁1号线(临平-湘湖)江陵路站","18","2","2005年建成","塔楼/板楼/塔板结合","1.08至2.48元/平米/月","杭州新时代物业管理有限公司长兴公寓管理处","杭州市房地产开发集团有限公司","17栋","1505户","39997","hz","2019-02-02 23:12:45"
"1811043635610","钱塘春晓","https://hz.lianjia.com/xiaoqu/1811043635610/","滨江","滨江区政府","近地铁1号线(临平-湘湖)江陵路站","16","6","2005年建成","塔楼/板楼/塔板结合/平房","1.3元/平米/月","浙江浙大求是物业管理有限公司","杭州滨兴房产开发有限公司","22栋","1277户","38068","hz","2019-02-02 23:12:32"
"1811043635672","润和信雅达国际","https://hz.lianjia.com/xiaoqu/1811043635672/","滨江","滨江区政府","","1","1","2000年建成","板楼/塔板结合","暂无信息","无物业管理服务","浙江润和房地产开发有限公司","2栋","104户","23391","hz","2019-02-02 23:16:31"
"1811043635673","新州花苑","https://hz.lianjia.com/xiaoqu/1811043635673/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","6","9","2004年建成","板楼","0.72至2.38元/平米/月","杭州万象物业管理有限公司","杭州兴耀房地产开发有限公司","30栋","2429户","39606","hz","2019-02-02 23:13:33"
"1811043635678","迎春南苑","https://hz.lianjia.com/xiaoqu/1811043635678/","滨江","西兴","近地铁1号线(临平-湘湖)滨和路站","2","5","1998年建成","板楼","0.5元/平米/月","杭州兴耀物业管理有限公司","杭州市城建综合开发总公司","33栋","1387户","31252","hz","2019-02-02 23:14:29"
"1811043635679","迎春小区","https://hz.lianjia.com/xiaoqu/1811043635679/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","2","2","2005年建成","板楼","0.2至0.5元/平米/月","杭州兴耀物业管理有限公司","杭州市城建开发集团有限公司","49栋","1305户","34889","hz","2019-02-02 23:13:53"
"1811043635680","中兴花园百合苑","https://hz.lianjia.com/xiaoqu/1811043635680/","滨江","滨江区政府","","5","3","2004年建成","塔楼/板楼/塔板结合","0.9至2.4元/平米/月","杭州中兴物业管理中心","杭州中兴房地产开发有限公司","19栋","1228户","41657","hz","2019-02-02 23:13:57"
"1811043635681","瑞立中央花城","https://hz.lianjia.com/xiaoqu/1811043635681/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","14","9","2009年建成","板楼","2元/平米/月","绿城物业服务集团有限公司杭州第一分公司","杭州瑞立房地产集团有限公司","9栋","1268户","47833","hz","2019-02-02 23:12:35"
"1811043635682","滨文苑","https://hz.lianjia.com/xiaoqu/1811043635682/","滨江","浦沿","","7","4","2006年建成","板楼","0.8元/平米/月","杭州天骐物业管理有限公司","浙江省赞成集团有限公司","14栋","704户","26254","hz","2019-02-02 23:14:15"
"1811043635685","彩虹城","https://hz.lianjia.com/xiaoqu/1811043635685/","滨江","彩虹城","近地铁4号线联庄站","46","17","2006年建成","塔楼/板楼","1.44元/平米/月","杭州彩虹物业管理有限公司","浙江钱江通源房地产开发有限公司","45栋","3149户","40974","hz","2019-02-02 23:12:38"
"1811043635688","时代长岛之春","https://hz.lianjia.com/xiaoqu/1811043635688/","滨江","浦沿","","15","3","2005年建成","板楼","0.8元/平米/月","浙江赞成物业管理有限公司","浙江时代长岛之春房地产开发有限公司","11栋","439户","27996","hz","2019-02-02 23:14:04"
"1811043635689","超级星期天","https://hz.lianjia.com/xiaoqu/1811043635689/","滨江","浦沿","","14","4","2006年建成","板楼","1.35元/平米/月","杭州临江物业管理有限公司","浙江省省直机关后勤房地产开发有限公司","1栋","735户","26149","hz","2019-02-02 23:13:05"
"1811043635694","东冠公寓","https://hz.lianjia.com/xiaoqu/1811043635694/","滨江","浦沿","","0","0","暂无信息","板楼","暂无信息","暂无信息","暂无信息","8栋","337户","暂无","hz","2019-02-02 23:16:44"
"1811043635696","风尚蓝湾","https://hz.lianjia.com/xiaoqu/1811043635696/","滨江","浦沿","","6","8","2010年建成","塔楼/塔板结合","3.6元/平米/月","浙江南都物业管理有限公司","杭州和美房地产开发有限公司","2栋","668户","19223","hz","2019-02-02 23:14:07"
"1811043635698","龙禧硅谷酒店广场","https://hz.lianjia.com/xiaoqu/1811043635698/","滨江","彩虹城","近地铁4号线联庄站","7","1","2005年建成","塔楼","3.5元/平米/月","第一太平戴维斯物业顾问（上海）有限公司杭州分公司","杭州龙禧房地产开发有限公司","1栋","369户","16200","hz","2019-02-02 23:14:32"
"1811043635700","火炬小区","https://hz.lianjia.com/xiaoqu/1811043635700/","滨江","彩虹城","","0","2","2004年建成","板楼","暂无信息","杭州火炬房地产物业管理有限公司","杭州温兴房地产开发有限公司","15栋","372户","25314","hz","2019-02-02 23:15:38"
"1811043635704","金盛曼城","https://hz.lianjia.com/xiaoqu/1811043635704/","滨江","浦沿","近地铁4号线浦沿站","25","1","2010年建成","板楼","1.87元/平米/月","浙江银杏物业管理有限公司","杭州金盛置业有限公司","11栋","964户","34736","hz","2019-02-02 23:12:55"
"1811043635747","天寓","https://hz.lianjia.com/xiaoqu/1811043635747/","滨江","彩虹城","近地铁4号线联庄站","20","4","2007年建成","板楼/塔板结合","1.5元/平米/月","杭州物华物业管理有限公司","六合房地产开发有限公司","5栋","1568户","37667","hz","2019-02-02 23:13:17"
"1811043635749","浦沿电化宿舍","https://hz.lianjia.com/xiaoqu/1811043635749/","滨江","浦沿","近地铁4号线浦沿站","1","0","1995年建成","板楼","暂无信息","无物业管理服务","无开发商","5栋","195户","32751","hz","2019-02-02 23:16:02"
"1811043635754","浦沿教工宿舍","https://hz.lianjia.com/xiaoqu/1811043635754/","滨江","浦沿","近地铁4号线浦沿站","4","0","2000年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","2栋","96户","27502","hz","2019-02-02 23:15:47"
"1811043635755","钱江湾花园","https://hz.lianjia.com/xiaoqu/1811043635755/","滨江","浦沿","","28","7","2003年建成","塔楼/板楼/塔板结合","1.8至3.1元/平米/月","杭州万科物业服务有限公司","杭州钱江城发展有限公司","41栋","1698户","36868","hz","2019-02-02 23:12:40"
"1811043635756","钱塘帝景","https://hz.lianjia.com/xiaoqu/1811043635756/","滨江","彩虹城","","13","1","2013年建成","板楼","2.8元/平米/月","世茂物业管理有限公司","浙江世贸房地产开发有限公司","18栋","1196户","49795","hz","2019-02-02 23:13:14"
"1811043635757","钱塘景苑","https://hz.lianjia.com/xiaoqu/1811043635757/","滨江","彩虹城","近地铁4号线联庄站","7","0","2000年建成","塔楼/板楼","1.2元/平米/月","杭州兴耀物业管理有限公司","杭州市城建开发集团有限公司","11栋","410户","34495","hz","2019-02-02 23:14:34"
"1811043635758","中海钱塘山水","https://hz.lianjia.com/xiaoqu/1811043635758/","滨江","浦沿","","13","10","2009年建成","板楼/塔板结合","2元/平米/月","中海物业管理有限公司杭州分公司","杭州中海宏鲲房地产有限公司","14栋","1383户","43076","hz","2019-02-02 23:13:19"
"1811043635762","盛元慧谷","https://hz.lianjia.com/xiaoqu/1811043635762/","滨江","彩虹城","","15","3","2008年建成","板楼","1.5元/平米/月","浙江南都物业管理有限公司","杭州盛元房地产开发有限公司","3栋","1266户","38185","hz","2019-02-02 23:13:27"
"1811043635765","太阳国际公寓","https://hz.lianjia.com/xiaoqu/1811043635765/","滨江","彩虹城","","18","4","2007年建成","塔楼/板楼","2元/平米/月","上海高力国际物业服务有限公司浙江分公司","浙江中浙房地产开发有限公司","3栋","1322户","41196","hz","2019-02-02 23:13:18"
"1811043635775","新浦苑","https://hz.lianjia.com/xiaoqu/1811043635775/","滨江","浦沿","","2","1","2000年建成","板楼","暂无信息","杭州城建物业经营管理公司","暂无信息","8栋","170户","29759","hz","2019-02-02 23:15:57"
"1811043635777","万科逸天广场","https://hz.lianjia.com/xiaoqu/1811043635777/","滨江","浦沿","近地铁4号线中医药大学站","11","6","2007年建成","板楼","1.8元/平米/月","浙江南都物业管理有限公司","杭州南都佑圣房地产开发有限公司","19栋","1105户","31173","hz","2019-02-02 23:13:23"
"1811043635778","现代印象广场","https://hz.lianjia.com/xiaoqu/1811043635778/","滨江","彩虹城","","12","5","2007年建成","塔楼","暂无信息","无物业管理服务","杭州英冠房地产开发有限公司","2栋","811户","17317","hz","2019-02-02 23:13:34"
"1811043635783","白金海岸","https://hz.lianjia.com/xiaoqu/1811043635783/","滨江","长河","","12","4","2000年建成","板楼/塔板结合","1.9元/平米/月","杭州公用物业管理有限责任公司","浙江香溢置业股份有限公司","23栋","1564户","40903","hz","2019-02-02 23:13:09"
"1811043635785","滨海大厦","https://hz.lianjia.com/xiaoqu/1811043635785/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","0","0","暂无信息","板楼","暂无信息","杭州禾和物业管理有限公司","暂无信息","1栋","61户","暂无","hz","2019-02-02 23:16:36"
"1811043635854","长江小区","https://hz.lianjia.com/xiaoqu/1811043635854/","滨江","长河","","5","3","2004年建成","板楼/塔板结合","暂无信息","街道办事处（居委会）代管物业","杭州市城建开发集团有限公司","55栋","1234户","30623","hz","2019-02-02 23:15:14"
"1811043635857","潮人汇","https://hz.lianjia.com/xiaoqu/1811043635857/","滨江","彩虹城","","7","3","2005年建成","塔板结合","2元/平米/月","杭州城南房地产物业公司","浙江通策房地产投资集团股份有限公司","1栋","134户","18851","hz","2019-02-02 23:15:22"
"1811043635859","风景蝶院留园","https://hz.lianjia.com/xiaoqu/1811043635859/","滨江","白马湖","","19","3","2011年建成","板楼","1.8元/平米/月","浙江保亿物业服务有限公司","保亿置业（杭州）有限公司","6栋","782户","34701","hz","2019-02-02 23:13:15"
"1811043635862","银泰海威国际","https://hz.lianjia.com/xiaoqu/1811043635862/","滨江","长河","","13","0","2009年建成","板楼","1.44至6元/平米/月","广州中奥物业管理有限公司杭州分公司","杭州海威房地产开发有限公司","5栋","806户","43928","hz","2019-02-02 23:14:05"
"1811043635908","红门家园","https://hz.lianjia.com/xiaoqu/1811043635908/","滨江","长河","","0","0","2008年建成","塔楼/塔板结合","暂无信息","暂无信息","暂无信息","2栋","202户","暂无","hz","2019-02-02 23:15:59"
"1811043635909","江虹小区","https://hz.lianjia.com/xiaoqu/1811043635909/","滨江","长河","","3","0","2005年建成","板楼","0.5元/平米/月","杭州兴耀物业管理有限公司","杭州市城建开发集团有限公司","25栋","884户","33021","hz","2019-02-02 23:14:44"
"1811043635910","江南星座","https://hz.lianjia.com/xiaoqu/1811043635910/","滨江","滨江区政府","近地铁1号线(临平-湘湖)江陵路站","6","3","2009年建成","塔板结合","2.9元/平米/月","杭州新时代物业管理有限公司长兴公寓管理处","杭州市房地产开发集团有限公司","1栋","253户","17611","hz","2019-02-02 23:13:52"
"1811043635913","朗庭公馆","https://hz.lianjia.com/xiaoqu/1811043635913/","滨江","白马湖","","12","0","2010年建成","板楼","2元/平米/月","百盛物业管理公司","浙江楼厦实业有限公司","2栋","194户","14217","hz","2019-02-02 23:14:48"
"1811043635917","倾城之恋","https://hz.lianjia.com/xiaoqu/1811043635917/","滨江","滨江区政府","近地铁1号线(临平-湘湖)滨和路站","16","5","2004年建成","板楼/塔板结合","3.5元/平米/月","上海深和平物业管理有限公司杭州分公司","杭州和美房地产开发有限公司","18栋","1524户","42395","hz","2019-02-02 23:12:48"
"1811043635919","拾排里125号","https://hz.lianjia.com/xiaoqu/1811043635919/","滨江","长河","","0","0","暂无信息","板楼","暂无信息","暂无信息","暂无信息","2栋","25户","28349","hz","2019-02-02 23:15:55"
"1811043635921","水印城","https://hz.lianjia.com/xiaoqu/1811043635921/","滨江","长河","","17","7","2008年建成","板楼","1.8元/平米/月","龙湖物业服务集团有限公司杭州分公司","杭州旅游之都房地产开发有限公司","10栋","1572户","42420","hz","2019-02-02 23:12:44"
"1811043635925","中南公寓","https://hz.lianjia.com/xiaoqu/1811043635925/","滨江","长河","","2","0","1996年建成","板楼","0.7元/平米/月","杭州中南物业管理有限公司","杭州中南嘉伟置业有限公司","5栋","156户","35487","hz","2019-02-02 23:15:49"
"1811043635988","中兴和园","https://hz.lianjia.com/xiaoqu/1811043635988/","滨江","彩虹城","","29","4","2009年建成","板楼","1.44元/平米/月","杭州嘉园物业管理有限公司","杭州中投置业有限公司","26栋","1256户","27186","hz","2019-02-02 23:12:52"
"1811043636019","雍景湾(拱墅)","https://hz.lianjia.com/xiaoqu/1811043636019/","拱墅","申花","","0","0","2017年建成","塔楼/板楼","2.25元/平米/月","招商局物业管理有限公司杭州分公司","杭州筑家房地产开发有限公司","4栋","259户","38551","hz","2019-02-02 22:51:42"
"1811043636197","广兴新村","https://hz.lianjia.com/xiaoqu/1811043636197/","拱墅","和睦","","14","10","1995年建成","板楼","0.15元/平米/月","街道办事处（居委会）代管物业","杭州东河建设开发公司","10栋","686户","37894","hz","2019-02-02 22:52:33"
"1811043636198","三官弄","https://hz.lianjia.com/xiaoqu/1811043636198/","拱墅","湖墅","近地铁2号线沈塘桥站","1","0","1983年建成","板楼","暂无信息","无物业管理服务","无开发商","3栋","107户","33091","hz","2019-02-02 22:55:54"
"1811043636201","保利香槟国际","https://hz.lianjia.com/xiaoqu/1811043636201/","拱墅","申花","","8","0","2013年建成","板楼","2.5元/平米/月","保利物业管理有限公司杭州分公司","浙江保利房地产开发有限公司","5栋","437户","44869","hz","2019-02-02 22:50:55"
"1811043636202","复地北城中心","https://hz.lianjia.com/xiaoqu/1811043636202/","拱墅","申花","","0","0","暂无信息","未知类型","暂无信息","暂无信息","暂无信息","1栋","364户","暂无","hz","2019-02-02 22:56:47"
"1811043636204","都市水乡水曲苑","https://hz.lianjia.com/xiaoqu/1811043636204/","拱墅","三墩","近地铁2号线墩祥街站","13","1","2008年建成","塔楼/板楼/塔板结合","0.5至2.5元/平米/月","杭州安嘉物业管理有限公司","杭州中泰房地产开发有限公司","23栋","998户","29089","hz","2019-02-02 22:50:45"
"1811043636210","和睦坊","https://hz.lianjia.com/xiaoqu/1811043636210/","拱墅","和睦","","0","1","1999年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","3栋","108户","35763","hz","2019-02-02 22:55:33"
"1811043636237","墨香苑","https://hz.lianjia.com/xiaoqu/1811043636237/","拱墅","信义坊","","5","0","2000年建成","板楼","1.2元/平米/月","上海上房物业管理有限公司杭州分公司","浙江耀江房地产开发有限公司","3栋","341户","34977","hz","2019-02-02 22:53:18"
"1811043636324","浪漫和山","https://hz.lianjia.com/xiaoqu/1811043636324/","西湖","小和山","","23","2","2003年建成","板楼","0.6至0.8元/平米/月","浙江绿升物业服务有限公司","杭州小和山庄开发有限公司","196栋","956户","22290","hz","2019-02-02 22:06:14"
"1811043636326","人和家园","https://hz.lianjia.com/xiaoqu/1811043636326/","西湖","留下","","19","4","2006年建成","板楼","0.8至1.2元/平米/月","杭州复兴物业管理有限公司","杭州人和房地产开发有限公司","15栋","803户","22390","hz","2019-02-02 22:05:00"
"1811043636328","水木清华","https://hz.lianjia.com/xiaoqu/1811043636328/","西湖","小和山","","15","4","2008年建成","板楼/塔板结合","1.2元/平米/月","杭州博雅物业公司","杭州博雅房地产开发有限公司","130栋","1691户","23313","hz","2019-02-02 22:07:41"
"1811043636423","都市水乡水涟苑","https://hz.lianjia.com/xiaoqu/1811043636423/","拱墅","三墩","近地铁2号线墩祥街站","8","2","2007年建成","板楼/塔板结合","0.6元/平米/月","杭州安嘉物业管理有限公司","杭州中泰房地产开发有限公司","12栋","588户","27191","hz","2019-02-02 22:53:09"
"1811043636424","都市水乡水清苑","https://hz.lianjia.com/xiaoqu/1811043636424/","拱墅","三墩","近地铁2号线墩祥街站","3","0","2006年建成","板楼","0.5至0.8元/平米/月","杭州安嘉物业管理有限公司","杭州中泰房地产开发有限公司","15栋","438户","28421","hz","2019-02-02 22:52:58"
"1811043636431","易构大厦","https://hz.lianjia.com/xiaoqu/1811043636431/","拱墅","桥西","","20","7","2009年建成","板楼","2.8元/平米/月","杭州易构物业管理有限公司","杭州国强置业有限公司","2栋","595户","12967","hz","2019-02-02 22:52:18"
"1811043636432","宜家时代","https://hz.lianjia.com/xiaoqu/1811043636432/","拱墅","桥西","","15","4","2010年建成","板楼","1.8元/平米/月","杭州泛亚物业服务有限公司","杭州绿园房地产开发有限公司","2栋","408户","18275","hz","2019-02-02 22:50:26"
"1811043636434","崇盛里","https://hz.lianjia.com/xiaoqu/1811043636434/","拱墅","拱宸桥","","2","2","1995年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","7栋","299户","33257","hz","2019-02-02 22:53:58"
"1811043636435","大浒东苑","https://hz.lianjia.com/xiaoqu/1811043636435/","拱墅","大关","","22","7","2005年建成","塔楼/板楼","0.45元/平米/月","杭州现代物业管理有限公司","杭州西湖城建开发有限公司","28栋","2993户","36646","hz","2019-02-02 22:50:19"
"1811043636454","假山新村","https://hz.lianjia.com/xiaoqu/1811043636454/","拱墅","德胜","","18","12","1989年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","18栋","976户","37767","hz","2019-02-02 22:51:48"
"1811043636457","金都清宸公寓","https://hz.lianjia.com/xiaoqu/1811043636457/","拱墅","拱宸桥","","1","0","2005年建成","板楼","1.8元/平米/月","浙江金都物业管理有限公司","金都房产集团杭州置业有限公司","3栋","174户","31411","hz","2019-02-02 22:53:38"
"1811043636458","盛德欣苑","https://hz.lianjia.com/xiaoqu/1811043636458/","拱墅","德胜","","5","1","2006年建成","塔楼","1.5元/平米/月","杭州天骐物业管理有限公司","杭州盛德房地产开发有限公司","2栋","216户","40267","hz","2019-02-02 22:53:00"
"1811043636461","天时苑(拱墅)","https://hz.lianjia.com/xiaoqu/1811043636461/","拱墅","德胜","","6","3","1999年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","9栋","517户","40816","hz","2019-02-02 22:52:23"
"1811043636462","新青年广场","https://hz.lianjia.com/xiaoqu/1811043636462/","拱墅","德胜","","10","25","2005年建成","塔楼/板楼","1.8元/平米/月","浙江新南北物业管理有限公司","杭州新南北房地产开发有限公司","3栋","1470户","18865","hz","2019-02-02 22:53:30"
"1811043636463","紫荆家园","https://hz.lianjia.com/xiaoqu/1811043636463/","拱墅","拱宸桥","","11","5","2001年建成","板楼","0.6元/平米/月","杭州近湖物业管理有限公司","杭州市经济房开发总公司","34栋","938户","37024","hz","2019-02-02 22:50:51"
"1811043636464","米市巷","https://hz.lianjia.com/xiaoqu/1811043636464/","拱墅","湖墅","近地铁2号线沈塘桥站","14","2","1988年建成","板楼","暂无信息","街道办事处（居委会）代管物业","杭州市城建开发集团有限公司","11栋","806户","35659","hz","2019-02-02 22:51:20"
"1811043636465","米市新村","https://hz.lianjia.com/xiaoqu/1811043636465/","拱墅","湖墅","近地铁2号线沈塘桥站","9","3","1983年建成","板楼","暂无信息","街道办事处（居委会）代管物业","杭州市城建开发集团有限公司","6栋","364户","35556","hz","2019-02-02 22:52:57"
"1811043636467","哑巴弄","https://hz.lianjia.com/xiaoqu/1811043636467/","拱墅","信义坊","","3","2","1993年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","7栋","358户","31928","hz","2019-02-02 22:54:20"
"1811043636468","中联大厦","https://hz.lianjia.com/xiaoqu/1811043636468/","拱墅","湖墅","近地铁2号线沈塘桥站","0","0","2007年建成","塔楼","暂无信息","无物业管理服务","浙江中联房地产开发有限公司","2栋","253户","暂无","hz","2019-02-02 22:59:25"
"1811043636469","左家新村","https://hz.lianjia.com/xiaoqu/1811043636469/","拱墅","湖墅","近地铁2号线沈塘桥站","23","15","1993年建成","塔楼/板楼","暂无信息","杭州运河物业管理有限公司","杭州市城建开发集团有限公司","24栋","1369户","38103","hz","2019-02-02 22:50:39"
"1811043636470","长新里","https://hz.lianjia.com/xiaoqu/1811043636470/","下城","石桥","","0","0","暂无信息","未知类型","暂无信息","暂无信息","暂无信息","4栋","18户","24925","hz","2019-02-02 22:31:05"
"1811043636471","渡驾新村","https://hz.lianjia.com/xiaoqu/1811043636471/","拱墅","桥西","","1","4","2000年建成","板楼","0.6至0.75元/平米/月","杭州诚信物业管理有限公司","杭州市城建开发集团有限公司","11栋","582户","30559","hz","2019-02-02 22:52:14"
"1811043636472","百大花园","https://hz.lianjia.com/xiaoqu/1811043636472/","拱墅","湖墅","近地铁2号线沈塘桥站","4","2","1998年建成","塔楼","0.9元/平米/月","百大集团商居大厦物业管理公司","杭州百大置业有限公司","3栋","296户","29411","hz","2019-02-02 22:53:45"
"1811043636473","白马公寓","https://hz.lianjia.com/xiaoqu/1811043636473/","拱墅","湖墅","近地铁1号线(临平-湘湖)武林广场站","2","1","2000年建成","塔楼/板楼","3.5元/平米/月","浙江华浙物业管理有限公司","浙江华浙南都房地产开发有限公司","7栋","481户","56717","hz","2019-02-02 22:52:08"
"1811043636474","半道红小区","https://hz.lianjia.com/xiaoqu/1811043636474/","拱墅","湖墅","近地铁2号线沈塘桥站","8","3","1988年建成","板楼/塔板结合","0.5至2.8元/平米/月","杭州怡苑物业管理有限公司","杭州市城建开发集团有限公司","16栋","752户","37331","hz","2019-02-02 22:52:35"
"1811043636475","仓基新村","https://hz.lianjia.com/xiaoqu/1811043636475/","拱墅","信义坊","","23","17","1987年建成","板楼","0.15至1.5元/平米/月","杭州兴业物业管理有限公司","杭州市城建开发集团有限公司","51栋","2230户","36787","hz","2019-02-02 22:49:38"
"1811043636476","长板里","https://hz.lianjia.com/xiaoqu/1811043636476/","下城","朝晖","","2","6","1996年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","5栋","326户","35836","hz","2019-02-02 22:26:34"
"1811043636543","稻香园北区","https://hz.lianjia.com/xiaoqu/1811043636543/","拱墅","湖墅","近地铁2号线沈塘桥站","8","1","1995年建成","板楼","0.45元/平米/月","杭州宜民物业管理有限公司","杭州市城建开发集团有限公司","8栋","442户","35112","hz","2019-02-02 22:51:33"
"1811043636550","大塘新村","https://hz.lianjia.com/xiaoqu/1811043636550/","拱墅","湖墅","近地铁1号线(临平-湘湖)西湖文化广场站","18","11","1980年建成","板楼","0.1元/平米/月","杭州怡苑物业管理有限公司","杭州市城建开发集团有限公司","47栋","2531户","37712","hz","2019-02-02 22:50:52"
"1811043636554","豪曹巷","https://hz.lianjia.com/xiaoqu/1811043636554/","拱墅","信义坊","","2","0","1987年建成","板楼","0.15元/平米/月","街道办事处（居委会）代管物业","杭州市城建开发集团有限公司","1栋","55户","30476","hz","2019-02-02 22:55:27"
"1811043636555","河缸桥","https://hz.lianjia.com/xiaoqu/1811043636555/","西湖","文教","","4","0","1988年建成","板楼","暂无信息","无物业管理服务","杭州市城建开发集团有限公司","3栋","181户","46885","hz","2019-02-02 22:13:50"
"1811043636556","和新南苑","https://hz.lianjia.com/xiaoqu/1811043636556/","拱墅","和睦","","0","2","2008年建成","板楼","0.5元/平米/月","浙江纳德物业管理有限公司","杭州市城建开发集团有限公司","14栋","842户","36583","hz","2019-02-02 22:51:23"
